0.000000 75.0
1.000000 43.0
2.000000 42.0
3.000000 36.0
4.000000 36.0
5.000000 36.0
6.000000 36.0
7.000000 35.0
8.000000 35.0
9.000000 35.0
10.000000 35.0
11.000000 35.0
12.000000 35.0
13.000000 36.0
14.000000 38.0
15.000000 38.0
16.000000 38.0
17.000000 38.0
18.000000 38.0
19.000000 38.0
20.000000 38.0
21.000000 36.0
22.000000 36.0
23.000000 39.0
24.000000 39.0
25.000000 39.0
26.000000 38.0
27.000000 35.0
28.000000 37.0
29.000000 38.0
30.000000 36.0
31.000000 36.0
32.000000 35.0
33.000000 35.0
34.000000 37.0
35.000000 35.0
36.000000 38.0
37.000000 35.0
38.000000 35.0
39.000000 35.0
40.000000 35.0
41.000000 35.0
42.000000 39.0
43.000000 39.0
44.000000 39.0
45.000000 39.0
46.000000 36.0
47.000000 36.0
48.000000 43.0
49.000000 36.0
50.000000 36.0
51.000000 36.0
52.000000 36.0
53.000000 36.0
54.000000 36.0
55.000000 36.0
56.000000 36.0
57.000000 36.0
58.000000 38.0
59.000000 36.0
60.000000 36.0
61.000000 37.0
62.000000 36.0
63.000000 35.0
64.000000 35.0
65.000000 35.0
66.000000 35.0
67.000000 35.0
68.000000 35.0
69.000000 38.0
70.000000 39.0
71.000000 39.0
72.000000 37.0
73.000000 39.0
74.000000 38.0
75.000000 38.0
76.000000 36.0
77.000000 36.0
78.000000 36.0
79.000000 36.0
80.000000 40.0
81.000000 36.0
82.000000 38.0
83.000000 37.0
84.000000 38.0
85.000000 39.0
86.000000 39.0
87.000000 39.0
88.000000 39.0
89.000000 38.0
90.000000 36.0
91.000000 46.0
92.000000 36.0
93.000000 36.0
94.000000 36.0
95.000000 40.0
96.000000 37.0
97.000000 37.0
98.000000 37.0
99.000000 37.0
100.000000 37.0
